"filename", "language", "Rust", "TOML", "comment", "blank", "total"
"/workspaces/vnet/Cargo.lock", "TOML", 0, 1022, 2, 125, 1149
"/workspaces/vnet/Cargo.toml", "TOML", 0, 19, 0, 1, 20
"/workspaces/vnet/rustfmt.toml", "TOML", 0, 1, 0, 0, 1
"/workspaces/vnet/src/arp.rs", "Rust", 50, 0, 0, 7, 57
"/workspaces/vnet/src/core.rs", "Rust", 111, 0, 0, 15, 126
"/workspaces/vnet/src/endpoint.rs", "Rust", 115, 0, 0, 15, 130
"/workspaces/vnet/src/format.rs", "Rust", 72, 0, 0, 13, 85
"/workspaces/vnet/src/l2.rs", "Rust", 207, 0, 0, 34, 241
"/workspaces/vnet/src/l3.rs", "Rust", 420, 0, 0, 54, 474
"/workspaces/vnet/src/lib.rs", "Rust", 14, 0, 0, 7, 21
"/workspaces/vnet/src/mac_util.rs", "Rust", 0, 0, 0, 1, 1
"/workspaces/vnet/src/main.rs", "Rust", 43, 0, 1, 6, 50
"/workspaces/vnet/src/util.rs", "Rust", 13, 0, 0, 5, 18
"/workspaces/vnet/tests/arp_tests.rs", "Rust", 38, 0, 0, 9, 47
"/workspaces/vnet/tests/core_tests.rs", "Rust", 6, 0, 21, 11, 38
"/workspaces/vnet/tests/l2_tests.rs", "Rust", 6, 0, 27, 12, 45
"/workspaces/vnet/tests/l3_tests.rs", "Rust", 6, 0, 25, 10, 41
"/workspaces/vnet/tests/mod.rs", "Rust", 2, 0, 0, 1, 3
"Total", "-", 1103, 1042, 76, 326, 2547
