"filename", "language", "Rust", "comment", "blank", "total"
"/workspaces/vnet/src/core.rs", "Rust", 21, 0, 0, 21
"/workspaces/vnet/src/endpoint.rs", "Rust", 21, 0, -1, 20
"/workspaces/vnet/src/l3.rs", "Rust", 42, 0, 4, 46
"/workspaces/vnet/src/main.rs", "Rust", -5, 1, -4, -8
"Total", "-", 79, 1, -1, 79
